[2026-08-13 17:56:26] [SPAMMY] execute query-server2> runQuery called with /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql
[2026-08-13 17:56:26] Calling plumbing command: codeql resolve library-path --additional-packs=/home/oleksii-shemshur/work/toolchains/tools/queries --query=/home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql --format=json
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Resolving query at normalized path /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Found enclosing pack 'flags/gcc-queries' at /home/oleksii-shemshur/work/toolchains/tools/queries.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Adding compilation cache at /home/oleksii-shemshur/.codeql/compile-cache.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> QL pack dependencies for /home/oleksii-shemshur/work/toolchains/tools/queries found in cache.
[2026-08-13 17:56:26] [DETAILS] resolve library-path> Found dbscheme through QL packs: /home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme.
[2026-08-13 17:56:26] Plumbing command codeql resolve library-path completed:
                      {
                        "libraryPath" : [
                          "/home/oleksii-shemshur/work/toolchains/tools/queries",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/dataflow/2.1.10",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/controlflow/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/mad/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/quantum/0.0.32",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/rangeanalysis/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/ssa/2.0.30",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/tutorial/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typeflow/1.0.54",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/typetracking/2.0.38",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/util/2.0.41",
                          "/home/oleksii-shemshur/.codeql/packages/codeql/xml/1.0.54"
                        ],
                        "dbscheme" : "/home/oleksii-shemshur/.codeql/packages/codeql/cpp-all/12.0.1/semmlecode.cpp.dbscheme",
                        "compilationCache" : [
                          "/home/oleksii-shemshur/.codeql/compile-cache"
                        ],
                        "relativeName" : "flags/gcc-queries/all_passes_gcc_working.ql",
                        "qlPackName" : "flags/gcc-queries"
                      }
[2026-08-13 17:56:26] [PROGRESS] execute query-server2> Compiling query plan for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:26] [DETAILS] execute query-server2> Resolving imports for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:27] Resolved file set for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql hashes to 26d17310d92432c2c52b96a4a47ef2ce.
[2026-08-13 17:56:27] [DETAILS] execute query-server2> Checking QL for /home/oleksii-shemshur/work/toolchains/tools/queries/all_passes_gcc_working.ql.
[2026-08-13 17:56:27] Stale frontend caches are invalidated based on import graph reachability.
[2026-08-13 17:56:27] ExternalModuleBindingPass ...
[2026-08-13 17:56:28] ExternalModuleBindingPass time: 00:00.559
[2026-08-13 17:56:28] CollectInstantiationsPass ...
[2026-08-13 17:56:28] CollectInstantiationsPass time: 00:00.092
[2026-08-13 17:56:28] Ql checks ...
[2026-08-13 17:56:30] Ql checks time: 00:02.077
[2026-08-13 17:56:34] Compilation pipeline
[2026-08-13 17:56:35] Type Inference ...
[2026-08-13 17:56:35] CSV_TYPE_HIERARCHY: Best number of iterations,Maximum number of runs,Number of BDD variables,Size of BDD for typefacts
[2026-08-13 17:56:38] (0s) Inferred that Type::IntrinsicTransformedType#9604289c/2@768b71gq is empty, due to type_operators/4@a921eav6.
[2026-08-13 17:56:38] (0s) Inferred that Type::IntrinsicTransformedType.getBaseType/0#dispred#5daab45e/2@40546bpj is empty, due to Type::IntrinsicTransformedType#9604289c/2@768b71gq.
[2026-08-13 17:56:38] (0s) Inferred that Type::IntrinsicTransformedType.getBaseType/0#dispred#5daab45e_10#join_rhs/2@0d37b886 is empty, due to Type::IntrinsicTransformedType.getBaseType/0#dispred#5daab45e/2@40546bpj.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss project##decltypesMerge#2/2@7d4bd1qf for content digest bc3a2ajma6b8ri7l3cnfcphoqjf.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss TypedefType::TypedefType.getBaseType/0#dispred#671605ef_10#join_rhs/2@ab26a5fg for content digest 425e4d4to3ns0upslr0vjr2tp51.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit TypedefType::TypedefType.getBaseType/0#dispred#671605ef/2@4eb41ctn with digest 0bd2a1rum7tjchtdhv3b5aung06.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss TypedefType::TypedefType.getBaseType/0#dispred#671605ef/2@4eb41ctn for content digest 0bd2a1rum7tjchtdhv3b5aung06.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit typedefbase/2@050ca62i with digest b10194q0hanansj3vq9h3t64fv4.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit typedefbase/2@050ca62i with 8613 rows and digest b10194q0hanansj3vq9h3t64fv4.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Decltype.getBaseType/0#dispred#f3b613af_10#join_rhs/2@cbab4fap for content digest 4a479ekd902g69js0eajcs4nhob.
[2026-08-13 17:56:38] (0s)  >>> First-level cache hit Type::Decltype.getBaseType/0#dispred#f3b613af/2@9a977225 with digest 636772l7pmk7g4toldn7fo009o1.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Type::Decltype.getBaseType/0#dispred#f3b613af/2@9a977225 for content digest 636772l7pmk7g4toldn7fo009o1.
[2026-08-13 17:56:38] (0s)  >>> Full cache hit derivations/5@92bc817i with 1706 rows and digest 0365120o58av08clei2sfkdndu0.
[2026-08-13 17:56:38] (0s)  >>> Second-level cache miss Class::ClassDerivation.getBaseType/0#dispred#36ad7f0f/2@3358a47h for content digest e03073fv41ki5hqoh8gf3abs8f6.
[2026-08-13 17:56:38] Cachaca dict loading failed for UserType::UserType#21e9e463/1@a3a094rk = 064364qavrgokb7k2rt89s8dhn4.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate UserType::UserType#21e9e463/1@a3a094rk
[2026-08-13 17:56:38] (0s)  >>> Created relation UserType::UserType#21e9e463/1@a3a094rk with 24246 rows and digest 064364qavrgokb7k2rt89s8dhn4.
[2026-08-13 17:56:38] Cachaca dict loading failed for Class::Class#9afdbffd/1@65d7f1bo = 8b39057h78sabuh1us37qu8ppp4.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate Class::Class#9afdbffd/1@65d7f1bo
[2026-08-13 17:56:38] (0s)  >>> Created relation Class::Class#9afdbffd/1@65d7f1bo with 10219 rows and digest 8b39057h78sabuh1us37qu8ppp4.
[2026-08-13 17:56:38] Cachaca dict loading failed for #decltypesMerge_20#join_rhs/2@e0e9c00l = 9a0948n0ajl8dq2t4vn2sqkj7ue.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate #decltypesMerge_20#join_rhs/2@e0e9c00l
[2026-08-13 17:56:38] (0s)  >>> Created relation #decltypesMerge_20#join_rhs/2@e0e9c00l with 105 rows and digest 9a0948n0ajl8dq2t4vn2sqkj7ue.
[2026-08-13 17:56:38] Cachaca dict loading failed for project##decltypesMerge/1@7915a3vs = 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate project##decltypesMerge/1@7915a3vs
[2026-08-13 17:56:38] (0s)  >>> Created relation project##decltypesMerge/1@7915a3vs with 49 rows and digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] (0s)  >>> Created relation Type::Decltype#2a58cb8b/1@170a944k with 49 rows and digest 7fe0c2art4lqhgobv30j4khpjg0.
[2026-08-13 17:56:38] Cachaca dict loading failed for project##decltypesMerge#3/1@c572c0n2 = 52f74d2f02db4ebhad965pqit6a.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate project##decltypesMerge#3/1@c572c0n2
[2026-08-13 17:56:38] (0s)  >>> Created relation project##decltypesMerge#3/1@c572c0n2 with 56 rows and digest 52f74d2f02db4ebhad965pqit6a.
[2026-08-13 17:56:38] (0s)  >>> Created relation Type::TypeofType#5988d37d/1@8c3f27ub with 56 rows and digest 52f74d2f02db4ebhad965pqit6a.
[2026-08-13 17:56:38] Cachaca dict loading failed for UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl = 3cbbc005o7c33m9ful7o33kp3a4.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl
[2026-08-13 17:56:38] (0s)  >>> Created relation UserType::UserType.getName/0#dispred#68e0aaf0/2@c6c4e3bl with 24246 rows and digest 3cbbc005o7c33m9ful7o33kp3a4.
[2026-08-13 17:56:38] Cachaca dict loading failed for Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu = af6243mnh8topt3q8h4hqrrfl37.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu
[2026-08-13 17:56:38] (0s)  >>> Created relation Type::Type.getName/0#dispred#77a04a0a/2@a8e234eu with 24351 rows and digest af6243mnh8topt3q8h4hqrrfl37.
[2026-08-13 17:56:38] Cachaca dict loading failed for NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4 = 92238d40jihac72ombmcdj8b1k7.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4
[2026-08-13 17:56:38] (0s)  >>> Created relation NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a/2@7f7036l4 with 24295 rows and digest 92238d40jihac72ombmcdj8b1k7.
[2026-08-13 17:56:38] Cachaca dict loading failed for _NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_Type::Type.getName/0#dispred#77a04__#shared/1@0639964e = c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:38] (0s) Starting to evaluate predicate _NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_Type::Type.getName/0#dispred#77a04__#shared/1@0639964e
[2026-08-13 17:56:39] (0s)  >>> Created relation _NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_Type::Type.getName/0#dispred#77a04__#shared/1@0639964e with 271 rows and digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::Type.getName/0#dispred#77a04a0a_10#join_rhs/2@7e32e9hm = 0226b0i3iqeomelj64lbpog48m7.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getName/0#dispred#77a04a0a_10#join_rhs/2@7e32e9hm
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::Type.getName/0#dispred#77a04a0a_10#join_rhs/2@7e32e9hm with 24351 rows and digest 0226b0i3iqeomelj64lbpog48m7.
[2026-08-13 17:56:39] Cachaca dict loading failed for NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_10#join_rhs/2@fe138480 = 9cde2bme2sjn33n2r1ssk94nfk6.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_10#join_rhs/2@fe138480
[2026-08-13 17:56:39] (0s)  >>> Created relation NameQualifiers::NameQualifyingElement.getName/0#dispred#6b6b1f7a_10#join_rhs/2@fe138480 with 24295 rows and digest 9cde2bme2sjn33n2r1ssk94nfk6.
[2026-08-13 17:56:39] Cachaca dict loading failed for UserType::UserType.getName/0#dispred#68e0aaf0_10#join_rhs/2@ae18cbal = 7170d2lnhf8diugk4tcdsqknvo3.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate UserType::UserType.getName/0#dispred#68e0aaf0_10#join_rhs/2@ae18cbal
[2026-08-13 17:56:39] (0s)  >>> Created relation UserType::UserType.getName/0#dispred#68e0aaf0_10#join_rhs/2@ae18cbal with 24246 rows and digest 7170d2lnhf8diugk4tcdsqknvo3.
[2026-08-13 17:56:39] Cachaca dict loading failed for #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/1@1726ec70 = c0c672icb26usilnts8s9ihgvg8.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/1@1726ec70
[2026-08-13 17:56:39] (0s)  >>> Created relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/1@1726ec70 with 6 rows and digest c0c672icb26usilnts8s9ihgvg8.
[2026-08-13 17:56:39] Cachaca dict loading failed for #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3/1@176b0apr = e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3/1@176b0apr
[2026-08-13 17:56:39] (0s)  >>> Created relation #Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3/1@176b0apr with 24351 rows and digest e551e7rjc8i47tt2m1rsdmor4re.
[2026-08-13 17:56:39] (0s)  >>> Created relation _#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body/1@fcd40ab4 with 271 rows and digest c78b6bum12trh5lhq31lktvf899.
[2026-08-13 17:56:39] Cachaca dict loading failed for #usertypesMerge_02#join_rhs/2@f614acb9 = 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate #usertypesMerge_02#join_rhs/2@f614acb9
[2026-08-13 17:56:39] (0s)  >>> Created relation #usertypesMerge_02#join_rhs/2@f614acb9 with 24895 rows and digest 0950b0ddb551ip6iqgjeecb2gbe.
[2026-08-13 17:56:39] Cachaca dict loading failed for TypedefType::TypedefType#64088755/1@941df5v8 = 07d8d586mbujoi0bnmatg2v0rhd.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate TypedefType::TypedefType#64088755/1@941df5v8
[2026-08-13 17:56:39] (0s)  >>> Created relation TypedefType::TypedefType#64088755/1@941df5v8 with 8613 rows and digest 07d8d586mbujoi0bnmatg2v0rhd.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::Type_not_Type::Decltype_Type::IntrinsicTransformedType_TypedefType::TypedefType_Type::TypeofType#704e70f2/1@7e1c1d5m = c665aec7eifabddlp85ljjpe260.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type_not_Type::Decltype_Type::IntrinsicTransformedType_TypedefType::TypedefType_Type::TypeofType#704e70f2/1@7e1c1d5m
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::Type_not_Type::Decltype_Type::IntrinsicTransformedType_TypedefType::TypedefType_Type::TypeofType#704e70f2/1@7e1c1d5m with 115131 rows and digest c665aec7eifabddlp85ljjpe260.
[2026-08-13 17:56:39] Cachaca dict loading failed for project##decltypesMerge#2/2@7d4bd1qf = bc3a2ajma6b8ri7l3cnfcphoqjf.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate project##decltypesMerge#2/2@7d4bd1qf
[2026-08-13 17:56:39] (0s)  >>> Created relation project##decltypesMerge#2/2@7d4bd1qf with 105 rows and digest bc3a2ajma6b8ri7l3cnfcphoqjf.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::TypeofType.getBaseType/0#dispred#0d5513d4/2@d3954e07 = 0785f76ln272t2coqe2c49mp2rd.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::TypeofType.getBaseType/0#dispred#0d5513d4/2@d3954e07
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::TypeofType.getBaseType/0#dispred#0d5513d4/2@d3954e07 with 56 rows and digest 0785f76ln272t2coqe2c49mp2rd.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::TypeofType.getBaseType/0#dispred#0d5513d4_10#join_rhs/2@9b6d11iu = f75030fhv1j9fsng3kitgcnoma0.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::TypeofType.getBaseType/0#dispred#0d5513d4_10#join_rhs/2@9b6d11iu
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::TypeofType.getBaseType/0#dispred#0d5513d4_10#join_rhs/2@9b6d11iu with 56 rows and digest f75030fhv1j9fsng3kitgcnoma0.
[2026-08-13 17:56:39] Cachaca dict loading failed for TypedefType::TypedefType.getBaseType/0#dispred#671605ef/2@4eb41ctn = 0bd2a1rum7tjchtdhv3b5aung06.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate TypedefType::TypedefType.getBaseType/0#dispred#671605ef/2@4eb41ctn
[2026-08-13 17:56:39] (0s)  >>> Created relation TypedefType::TypedefType.getBaseType/0#dispred#671605ef/2@4eb41ctn with 8613 rows and digest 0bd2a1rum7tjchtdhv3b5aung06.
[2026-08-13 17:56:39] Cachaca dict loading failed for TypedefType::TypedefType.getBaseType/0#dispred#671605ef_10#join_rhs/2@ab26a5fg = 425e4d4to3ns0upslr0vjr2tp51.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate TypedefType::TypedefType.getBaseType/0#dispred#671605ef_10#join_rhs/2@ab26a5fg
[2026-08-13 17:56:39] (0s)  >>> Created relation TypedefType::TypedefType.getBaseType/0#dispred#671605ef_10#join_rhs/2@ab26a5fg with 8613 rows and digest 425e4d4to3ns0upslr0vjr2tp51.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::Decltype.getBaseType/0#dispred#f3b613af/2@9a977225 = 636772l7pmk7g4toldn7fo009o1.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Decltype.getBaseType/0#dispred#f3b613af/2@9a977225
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::Decltype.getBaseType/0#dispred#f3b613af/2@9a977225 with 49 rows and digest 636772l7pmk7g4toldn7fo009o1.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::Decltype.getBaseType/0#dispred#f3b613af_10#join_rhs/2@cbab4fap = 4a479ekd902g69js0eajcs4nhob.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Decltype.getBaseType/0#dispred#f3b613af_10#join_rhs/2@cbab4fap
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::Decltype.getBaseType/0#dispred#f3b613af_10#join_rhs/2@cbab4fap with 49 rows and digest 4a479ekd902g69js0eajcs4nhob.
[2026-08-13 17:56:39] Cachaca dict loading failed for Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@4eafcwca = c48696nv15r69flrqcn3p4jeu66.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i1#4eafcwca (iteration 1)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 115131 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i2#4eafcwca (iteration 2)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 5385 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i3#4eafcwca (iteration 3)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 2099 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i4#4eafcwca (iteration 4)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 879 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i5#4eafcwca (iteration 5)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 229 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i6#4eafcwca (iteration 6)
[2026-08-13 17:56:39] (0s) 			 - Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta has 126 rows (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@i7#4eafcwca (iteration 7)
[2026-08-13 17:56:39] (0s) Empty delta for Type::Type.getUnderlyingType/0#dispred#bd141f6a_delta (order for disjuncts: delta=<standard>).
[2026-08-13 17:56:39] (0s) Accumulating deltas
[2026-08-13 17:56:39] (0s)  >>> Created relation Type::Type.getUnderlyingType/0#dispred#bd141f6a/2@4eafcwca with 123849 rows and digest c48696nv15r69flrqcn3p4jeu66.
[2026-08-13 17:56:39] Cachaca dict loading failed for Class::ClassDerivation.getBaseType/0#dispred#36ad7f0f/2@3358a47h = e03073fv41ki5hqoh8gf3abs8f6.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Class::ClassDerivation.getBaseType/0#dispred#36ad7f0f/2@3358a47h
[2026-08-13 17:56:39] (0s)  >>> Created relation Class::ClassDerivation.getBaseType/0#dispred#36ad7f0f/2@3358a47h with 1706 rows and digest e03073fv41ki5hqoh8gf3abs8f6.
[2026-08-13 17:56:39] Cachaca dict loading failed for Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh = da9d3bosvl26e04uf76p7a0cce2.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh
[2026-08-13 17:56:39] (0s)  >>> Created relation Class::Class.getABaseClass/0#dispred#e9ba966b/2@81b8f2eh with 1697 rows and digest da9d3bosvl26e04uf76p7a0cce2.
[2026-08-13 17:56:39] Cachaca dict loading failed for doublyBoundedFastTC:Class::Class.getABaseClass/0#dispred#e9ba966b:_#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body:#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/2@7e9659f7 = 856fb78hk6fptnr516pcrbpmni6.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate doublyBoundedFastTC:Class::Class.getABaseClass/0#dispred#e9ba966b:_#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body:#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/2@7e9659f7 = HOP doublyBoundedFastTC(1697,271,6)
[2026-08-13 17:56:39] (0s)  >>> Relation doublyBoundedFastTC:Class::Class.getABaseClass/0#dispred#e9ba966b:_#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body:#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3: 519 rows using 0 MB
[2026-08-13 17:56:39] (0s)  >>> Created relation doublyBoundedFastTC:Class::Class.getABaseClass/0#dispred#e9ba966b:_#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sourceBound#3__NameQualifiers::NameQualifyingEle__#higher_order_body:#Class::Class.getABaseClass/0#dispred#e9ba966bPlus#sinkBound#3/2@7e9659f7 with 519 rows and digest 856fb78hk6fptnr516pcrbpmni6.
[2026-08-13 17:56:39] Cachaca dict loading failed for all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn = 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn
[2026-08-13 17:56:39] (0s)  >>> Created relation all_passes_gcc_working::GccPassClass#52fccc07/1@4d6a54pn with 266 rows and digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/2@e52483rt
[2026-08-13 17:56:39] (0s)  >>> Created relation all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/2@e52483rt with 266 rows and digest 549122i3nv963j09m1udhqqtred.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate project#all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/1@a621cejb
[2026-08-13 17:56:39] (0s)  >>> Created relation project#all_passes_gcc_working::GccPassClass.getPassKey/0#dispred#19973e41/1@a621cejb with 266 rows and digest 4067cd1kaskab46as8n7t2d6dp2.
[2026-08-13 17:56:39] (0s)  >>> Full cache hit files/2@ec93749g with 2915 rows and digest 8b0383q4a477hj6mr7hfp3fn339.
[2026-08-13 17:56:39] (0s)  >>> Full cache hit Location::Location.getContainer/0#9edabfb6/2@bbd97edk with 7867442 rows and digest b92439el31b46a1hrhlttaufu87.
[2026-08-13 17:56:39] (0s)  >>> Full cache hit locations_default/6@2b5cc3pr with 7867442 rows and digest 208314j8dlf7l17ppt0mkt6l971.
[2026-08-13 17:56:39] (0s) Starting to evaluate predicate #locations_defaultMerge_23450#join_rhs/5@99f7bc3i
[2026-08-13 17:56:40] (1s) Pausing evaluation to evict 33.34MiB ARRAYS at sequence stamp o+22909
[2026-08-13 17:56:40] (1s) Unpausing evaluation: 33.60MiB forgotten: 18.90MiB UNREACHABLE (35 items up to o+22750) 14.70MiB UNIMPORTANT (27 items up to o+547)
[2026-08-13 17:56:40] (1s) Pausing evaluation to evict 33.37MiB ARRAYS at sequence stamp o+22947
[2026-08-13 17:56:40] (1s) Unpausing evaluation: 34.03MiB forgotten: 2.51MiB UNREACHABLE (4 items up to o+545) 31.52MiB UNIMPORTANT (58 items up to o+1698)
[2026-08-13 17:56:40] (1s) Pausing evaluation to evict 33.33MiB ARRAYS at sequence stamp o+22988
[2026-08-13 17:56:40] (1s) Unpausing evaluation: 101.71MiB forgotten: 101.71MiB UNREACHABLE (105 items up to o+22982)
[2026-08-13 17:56:41] (2s) Pausing evaluation to evict 33.34MiB ARRAYS at sequence stamp o+23089
[2026-08-13 17:56:41] (2s) Unpausing evaluation: 92.81MiB forgotten: 92.81MiB UNREACHABLE (47 items up to o+23087)
[2026-08-13 17:56:41] (2s) Pausing evaluation to evict 33.35MiB ARRAYS at sequence stamp o+23192
[2026-08-13 17:56:41] (2s) Unpausing evaluation: 102.48MiB forgotten: 102.48MiB UNREACHABLE (53 items up to o+23190)
[2026-08-13 17:56:41] (2s)  >>> Created relation #locations_defaultMerge_23450#join_rhs/5@99f7bc3i with 7867442 rows and digest 73ba24714o9t3ae96a5trgfp3r4.
[2026-08-13 17:56:41] (2s)  >>> Created relation type_decls/3@8b2e3e64 with 14898 rows and digest 68e527n8qsgbfs9guih3fq7h8a1.
[2026-08-13 17:56:41] (2s) Starting to evaluate predicate #type_declsMerge_10#join_rhs/2@9fdcfaca
[2026-08-13 17:56:41] (2s)  >>> Created relation #type_declsMerge_10#join_rhs/2@9fdcfaca with 14898 rows and digest 1d2cb5ptoggvhktq6q4ivmn07df.
[2026-08-13 17:56:41] (2s) Starting to evaluate predicate UserType::UserType.getADeclarationEntryBase/0#dc3623a8/2@26b5d1fq
